,formula,Eg (eV),composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,Computed band gap small,Computed band gap large
3049,GeSe,1.16,Ge1 Se1,32.0,34.0,2.0,33.0,1.0,32.0,79.0,89.0,10.0,84.0,5.0,79.0,72.64,78.96,6.319999999999993,75.8,3.1599999999999966,72.64,494.0,1211.4,717.4000000000001,852.7,358.70000000000005,494.0,14.0,16.0,2.0,15.0,1.0,14.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,120.0,0.0,120.0,0.0,120.0,2.01,2.55,0.54,2.28,0.27,2.01,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,2.0,15.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,23.005,25.92,2.9150000000000027,24.4625,1.4575000000000014,23.005,0.383,0.799,0.41600000000000004,0.591,0.20800000000000002,0.383,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,119.5,105.5,14.0,Ge2+1 Se2-1,-2.0,2.0,4.0,2.8284271247461903,0.4400999999999997,0.8969
3050,Pb0.95Se0.95Sn0.05Se0.05,0.22,Pb0.95 Se1 Sn0.05,34.0,82.0,48.0,57.199999999999996,23.56,34.0,80.0,89.0,9.0,84.975,4.0249999999999995,89.0,78.96,207.2,128.24,140.86774999999997,63.0156375,78.96,494.0,600.61,106.61000000000001,544.9167499999999,52.908587499999996,494.0,14.0,16.0,2.0,14.999999999999998,1.0,16.0,4.0,6.0,2.0,4.975,0.975,4.0,120.0,146.0,26.0,132.825,12.825,120.0,1.96,2.55,0.5899999999999999,2.4307499999999997,0.11924999999999988,2.55,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,6.6499999999999995,6.9825,0.0,14.0,28.0,14.0,21.65,6.0325,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,25.92,33.285,7.364999999999995,27.144375,1.2243749999999989,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,117.4,103.4,14.0,,,,,,,
3051,K8Zr6Se30,1.91,K8 Zr6 Se30,19.0,40.0,21.0,32.09090909090909,4.760330578512395,34.0,3.0,89.0,86.0,67.22727272727273,29.690082644628095,89.0,39.0983,91.224,52.1257,73.3847818181818,12.467811570247937,78.96,336.53,2128.0,1791.47,688.1872727272727,392.67619834710746,494.0,1.0,16.0,15.0,11.636363636363637,5.950413223140496,16.0,4.0,5.0,1.0,4.136363636363637,0.23553719008264487,4.0,120.0,203.0,83.0,142.5909090909091,30.805785123966942,120.0,0.82,2.55,1.73,2.069090909090909,0.6557851239669422,2.55,1.0,2.0,1.0,1.8181818181818181,0.29752066115702486,2.0,0.0,4.0,4.0,2.727272727272727,1.7355371900826448,4.0,0.0,10.0,10.0,7.090909090909091,3.966942148760331,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,11.636363636363637,5.950413223140496,16.0,0.0,1.0,1.0,0.18181818181818182,0.29752066115702475,0.0,0.0,2.0,2.0,1.3636363636363635,0.8677685950413224,2.0,0.0,8.0,8.0,1.0909090909090908,1.884297520661157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.6363636363636362,1.4628099173553715,2.0,23.195,73.1066666667,49.91166666669999,34.12780303030909,14.174132231414871,25.92,0.0,0.799,0.799,0.5447727272727273,0.34667355371900826,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,77.63636363636364,86.77685950413223,14.0,K+4 Zr4+3 Se4+1 Se2-13 Se6+1,-2.0,6.0,8.0,3.4520525295346633,,
3052,Sr5V3O12F,4.5,Sr5 V3 O12 F1,8.0,38.0,30.0,17.333333333333332,11.46031746031746,8.0,8.0,93.0,85.0,62.61904761904762,30.757369614512474,87.0,15.9994,87.62,71.62060000000001,38.18646205714286,27.184076527891154,15.9994,53.5,2183.0,2129.5,595.7190476190476,669.8331065759637,54.8,2.0,17.0,15.0,11.142857142857142,6.108843537414965,16.0,2.0,5.0,3.0,3.0,1.2380952380952381,2.0,57.0,195.0,138.0,108.71428571428571,53.74149659863945,66.0,0.95,3.98,3.0300000000000002,2.6142857142857143,1.0737414965986394,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,2.5238095238095237,1.9229024943310657,4.0,0.0,3.0,3.0,0.42857142857142855,0.7346938775510204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.9523809523809526,1.4058956916099772,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1904761904761905,0.925170068027211,2.0,0.0,7.0,7.0,1.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.1904761904761907,1.3741496598639455,2.0,9.105,54.23,45.125,20.435595238095235,16.092573696145124,9.105,0.0,1.97,1.97,0.09380952380952381,0.17868480725623584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,93.85714285714286,101.06122448979592,12.0,Sr2+5 V5+3 O2-12 F-1,-2.0,5.0,7.0,3.3973496630203415,4.0003,4.0003
3053,AgFeTe2,0.28,Ag1 Fe1 Te2,26.0,52.0,26.0,44.25,9.125,52.0,55.0,90.0,35.0,75.0,15.0,90.0,55.845,127.6,71.755,104.72829999999999,24.441650000000003,127.6,722.66,1811.0,1088.3400000000001,1122.8125,400.15250000000003,722.66,8.0,16.0,8.0,12.75,3.25,16.0,4.0,5.0,1.0,4.75,0.375,5.0,132.0,145.0,13.0,138.25,3.375,138.0,1.83,2.1,0.27,1.99,0.11000000000000004,2.1,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.0,2.0,4.0,6.0,10.0,4.0,9.0,1.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,8.0,12.75,3.25,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.25,0.875,2.0,10.73,34.7633333333,24.033333333299996,24.14666666665,10.616666666649998,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,2.1106628,2.1106628,0.5276657,0.79149855,0.0,152.0,229.0,77.0,189.5,37.5,152.0,Ag+1 Fe3+1 Te2-2,-2.0,3.0,5.0,2.6832815729997477,0.0,0.0
3054,CdS0.65Se0.35,2.13,Cd1 S0.65 Se0.35,16.0,48.0,32.0,35.15,12.85,48.0,70.0,89.0,19.0,79.175,9.175,70.0,32.065,112.411,80.346,80.444625,31.966375000000006,112.411,388.36,594.22,205.86,509.777,84.44300000000001,594.22,12.0,16.0,4.0,14.0,2.0,12.0,3.0,5.0,2.0,4.175,0.8250000000000001,5.0,105.0,144.0,39.0,127.125,16.875,144.0,1.69,2.58,0.8900000000000001,2.12975,0.43975000000000003,1.69,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,10.0,10.0,6.75,4.3875,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,10.0,10.75,3.0875000000000004,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,19.495,25.92,6.425000000000001,22.664234375,3.1692343749999994,19.495,0.0,2.202,2.202,0.855475,0.87524125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,194.0,180.0,122.2,71.8,194.0,,,,,,,
3055,HgSnO3,1.6,Hg1 Sn1 O3,8.0,80.0,72.0,30.8,27.360000000000003,8.0,71.0,87.0,16.0,82.4,5.519999999999999,87.0,15.9994,200.59,184.5906,73.45964000000001,68.952288,15.9994,54.8,505.08,450.28,180.76,151.152,54.8,12.0,16.0,4.0,14.8,1.44,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,139.0,73.0,93.8,33.36,66.0,1.96,3.44,1.48,2.8560000000000003,0.7007999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,26.0,20.0,11.6,6.719999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,9.105,33.285,24.179999999999996,17.16751724138,9.675020689656,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,166.0,154.0,68.6,67.92,12.0,Hg2+1 Sn4+1 O2-3,-2.0,4.0,6.0,3.3806170189140663,0.0,0.0
3056,EuTe,2.0,Eu1 Te1,52.0,63.0,11.0,57.5,5.5,52.0,25.0,90.0,65.0,57.5,32.5,25.0,127.6,151.964,24.364000000000004,139.78199999999998,12.182000000000002,127.6,722.66,1095.0,372.34000000000003,908.8299999999999,186.17000000000002,722.66,3.0,16.0,13.0,9.5,6.5,3.0,5.0,6.0,1.0,5.5,0.5,5.0,138.0,198.0,60.0,168.0,30.0,138.0,1.185,2.1,0.915,1.6425,0.4575,1.185,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,7.0,7.0,3.5,3.5,0.0,9.0,16.0,7.0,12.5,3.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.5,3.5,0.0,2.0,7.0,5.0,4.5,2.5,2.0,34.7633333333,36.46,1.696666666700004,35.611666666649995,0.848333333350002,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,229.0,77.0,190.5,38.5,152.0,Eu2+1 Te2-1,-2.0,2.0,4.0,2.8284271247461903,0.0,0.008000000000000007
3057,RbCu2VS4,1.45,Rb1 Cu2 V1 S4,16.0,37.0,21.0,22.75,6.75,16.0,4.0,88.0,84.0,66.25,21.75,88.0,32.065,85.4678,53.4028,48.9701625,16.9051625,32.065,312.46,2183.0,1870.54,845.5550000000001,590.46875,388.36,1.0,16.0,15.0,11.5,4.5,16.0,3.0,5.0,2.0,3.625,0.625,3.0,105.0,220.0,115.0,132.125,27.1875,105.0,0.82,2.58,1.7600000000000002,2.07125,0.50875,2.58,1.0,2.0,1.0,1.625,0.46875,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,2.875,3.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,6.5,2.25,6.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,7.0,0.875,1.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.25,1.1875,2.0,11.07,90.7225,79.6525,28.627499999999998,15.523749999999998,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,148.5,78.5,70.0,Rb+1 Cu+2 V5+1 S2-4,-2.0,5.0,7.0,2.8949874578229835,1.1946000000000003,1.1946000000000003
3058,Pb6B4O13H2,3.24,Pb6 B4 O13 H2,1.0,82.0,81.0,24.72,27.494399999999995,8.0,72.0,92.0,20.0,83.56,4.928,87.0,1.00794,207.2,206.19206,59.85808319999998,70.72412006399998,15.9994,14.01,2348.0,2333.99,549.4432,600.09824,54.8,1.0,16.0,15.0,13.84,2.3232000000000004,16.0,1.0,6.0,5.0,2.88,1.4975999999999996,2.0,31.0,146.0,115.0,85.28,29.145600000000005,66.0,2.04,3.44,1.4,2.8504,0.613184,3.44,1.0,2.0,1.0,1.92,0.14720000000000005,2.0,0.0,4.0,4.0,2.72,1.3312,4.0,0.0,10.0,10.0,2.4,3.6479999999999997,0.0,0.0,14.0,14.0,3.36,5.107200000000001,0.0,1.0,28.0,27.0,10.4,8.448000000000002,6.0,0.0,1.0,1.0,0.08,0.1472,0.0,0.0,5.0,5.0,2.8,1.28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.88,1.216,2.0,6.615,28.11,21.494999999999997,13.157800000000002,7.177056,9.105,0.0,7.853,7.853,0.87208,1.3255615999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,102.32,93.9328,12.0,Pb2+6 B3+4 O2-13 H+2,-2.0,3.0,5.0,2.669269563007828,,
3059,SnS0.4Se0.6,1.02,Sn1 S0.4 Se0.6,16.0,50.0,34.0,38.4,11.600000000000001,50.0,80.0,89.0,9.0,84.3,4.3,80.0,32.065,118.71,86.645,89.456,29.253999999999998,118.71,388.36,505.08,116.71999999999997,478.412,36.0208,505.08,14.0,16.0,2.0,15.0,1.0,14.0,3.0,5.0,2.0,4.3,0.7000000000000001,5.0,105.0,139.0,34.0,126.5,12.5,139.0,1.96,2.58,0.6200000000000001,2.261,0.301,1.96,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,10.0,13.0,2.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,4.0,25.786875,33.285,7.498124999999998,29.575875,3.7091249999999985,33.285,0.0,2.202,2.202,0.6801,0.6801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,141.0,127.0,88.7,52.3,141.0,,,,,,,
3060,InSb,0.17,In1 Sb1,49.0,51.0,2.0,50.0,1.0,49.0,75.0,85.0,10.0,80.0,5.0,75.0,114.818,121.76,6.942000000000007,118.289,3.4710000000000036,114.818,429.75,903.78,474.03,666.765,237.015,429.75,13.0,15.0,2.0,14.0,1.0,13.0,5.0,5.0,0.0,5.0,0.0,5.0,139.0,142.0,3.0,140.5,1.5,139.0,1.78,2.05,0.2699999999999998,1.915,0.1349999999999999,1.78,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,2.0,14.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,24.26,31.56,7.299999999999997,27.91,3.6499999999999986,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,166.0,27.0,152.5,13.5,139.0,In3+1 Sb3-1,-3.0,3.0,6.0,4.242640687119285,0.0,0.0
3061,LaZnAsO,1.5,La1 Zn1 As1 O1,8.0,57.0,49.0,32.0,13.0,8.0,13.0,87.0,74.0,63.25,25.125,13.0,15.9994,138.90547,122.90607000000001,73.80161749999999,33.111917500000004,15.9994,54.8,1193.0,1138.2,757.62,383.88,54.8,3.0,16.0,13.0,11.5,4.25,3.0,2.0,6.0,4.0,4.0,1.0,2.0,66.0,207.0,141.0,128.5,39.25,66.0,1.1,3.44,2.34,2.0925,0.7175,1.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,1.75,1.75,0.0,0.0,10.0,10.0,5.25,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,12.0,9.0,4.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.25,1.25,0.0,0.0,9.0,9.0,2.25,3.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.5,2.75,0.0,9.105,36.8975,27.7925,20.534375,9.001875,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,141.5,64.75,12.0,La3+1 Zn2+1 As3-1 O2-1,-3.0,3.0,6.0,2.943920288775949,0.5724999999999998,0.5724999999999998
3062,RuP4,0.38,Ru1 P4,15.0,44.0,29.0,20.8,9.280000000000001,15.0,56.0,83.0,27.0,77.6,8.640000000000004,83.0,30.973762,101.07,70.096238,44.9930096,22.43079616,30.973762,317.3,2607.0,2289.7,775.24,732.704,317.3,8.0,15.0,7.0,13.6,2.24,15.0,3.0,5.0,2.0,3.4,0.6399999999999999,3.0,107.0,146.0,39.0,114.8,12.479999999999999,107.0,2.19,2.2,0.010000000000000231,2.192,0.0032000000000001806,2.19,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,3.0,3.0,2.4,0.9600000000000002,3.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,5.6,0.9599999999999997,5.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,2.4,0.9600000000000002,3.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.2,0.3200000000000001,3.0,13.51,22.5702380952,9.0602380952,20.758190476160003,2.8992761904639988,22.5702380952,0.0,1.625,1.625,1.3,0.5199999999999999,1.625,0.0,0.0,0.0,0.0,0.0,0.0,2.0,194.0,192.0,40.4,61.44,2.0,Ru4+1 P5+1 P3-3,-3.0,5.0,8.0,4.928053803045811,1.1246999999999998,0.8204000000000002
3063,CaLa2S4,2.7,Ca1 La2 S4,16.0,57.0,41.0,28.285714285714285,16.408163265306122,16.0,7.0,88.0,81.0,55.0,37.714285714285715,88.0,32.065,138.90547,106.84047000000001,63.73556285714286,42.954232653061226,32.065,388.36,1193.0,804.64,722.0628571428572,381.37469387755107,388.36,2.0,16.0,14.0,10.285714285714286,6.530612244897959,16.0,3.0,6.0,3.0,4.0,1.1428571428571428,3.0,105.0,207.0,102.0,144.28571428571428,44.89795918367347,105.0,1.0,2.58,1.58,1.9314285714285713,0.7412244897959184,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,1.0,1.0,0.2857142857142857,0.40816326530612246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.571428571428571,1.6326530612244898,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,9.0,9.0,2.5714285714285716,3.673469387755102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.7142857142857144,3.020408163265306,2.0,25.786875,37.77,11.983125000000005,30.673214285714284,5.584387755102043,25.786875,0.0,2.202,2.202,1.2582857142857142,1.0785306122448979,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,127.57142857142857,65.79591836734694,70.0,Ca2+1 La3+2 S2-4,-2.0,3.0,5.0,3.082207001484488,2.157,2.157
3064,Sn0.5GaZn4.5O7,3.0,Sn0.5 Ga1 Zn4.5 O7,8.0,50.0,42.0,19.0,11.846153846153847,8.0,69.0,87.0,18.0,79.5,8.115384615384615,87.0,15.9994,118.71,102.7106,41.17567692307693,27.112913609467455,15.9994,54.8,692.68,637.88,312.0084615384616,278.3934911242603,54.8,12.0,16.0,4.0,14.307692307692308,1.8224852071005917,16.0,2.0,5.0,3.0,2.9615384615384617,1.0355029585798816,2.0,66.0,139.0,73.0,92.5,28.53846153846154,66.0,1.65,3.44,1.79,2.638076923076923,0.8636094674556213,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.3076923076923075,1.8224852071005917,4.0,0.0,10.0,10.0,4.615384615384615,4.970414201183432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,8.923076923076923,3.14792899408284,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.6153846153846154,1.1183431952662721,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.6153846153846154,1.1183431952662721,2.0,9.105,33.285,24.179999999999996,12.465769230769231,3.6192899408284025,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,83.96153846153847,80.56804733727812,12.0,,,,,,,
3065,Ba2GaErSe5,1.95,Ba2 Ga1 Er1 Se5,31.0,68.0,37.0,42.333333333333336,11.777777777777779,34.0,9.0,89.0,80.0,63.55555555555556,30.59259259259259,89.0,69.723,167.259,97.53599999999999,100.7151111111111,31.05948148148148,78.96,302.91,1770.0,1467.09,726.99,353.11777777777775,494.0,2.0,16.0,14.0,11.11111111111111,5.851851851851852,16.0,4.0,6.0,2.0,4.666666666666667,0.8888888888888888,4.0,120.0,215.0,95.0,149.0,38.22222222222222,120.0,0.89,2.55,1.6599999999999997,1.9533333333333331,0.6629629629629629,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.3333333333333335,1.8518518518518516,4.0,0.0,10.0,10.0,6.666666666666667,4.444444444444445,10.0,0.0,12.0,12.0,1.3333333333333333,2.3703703703703702,0.0,2.0,16.0,14.0,12.333333333333334,4.592592592592592,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.6666666666666667,1.111111111111111,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2222222222222222,0.3950617283950617,0.0,0.0,5.0,5.0,1.8888888888888888,0.8395061728395061,2.0,18.8575,63.59,44.7325,34.02472222222223,13.140123456790128,25.92,0.0,0.799,0.799,0.4438888888888889,0.3945679012345679,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,87.33333333333333,86.66666666666667,14.0,Ba2+2 Ga3+1 Er3+1 Se2-5,-2.0,3.0,5.0,2.8774989139876315,1.7266,1.7266
